,INDICATOR_ID,COUNTRY_ID,YEAR,VALUE,MAGNITUDE,QUALIFIER,TYPE,METADATA,COUNTRY_NAME_EN,INDICATOR_LABEL_EN
3802,FOSGP.5T8.F400,TZA,2019,22.18866920471191,,,,,United Republic of Tanzania,"Percentage of graduates from tertiary education graduating from Business, Administration and Law  programmes, both sexes (%)"
3249,FOSGP.5T8.F500,TZA,2019,1.306750059127808,,,,,United Republic of Tanzania,"Percentage of graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, both sexes (%)"
3803,FOSGP.5T8.F500600700,TZA,2019,9.50236988067627,,,,,United Republic of Tanzania,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)"
4091,FOSGP.5T8.F600,TZA,2019,3.806540012359619,,,,,United Republic of Tanzania,"Percentage of graduates from tertiary education graduating from Information and Communication Technologies programmes, both sexes (%)"
10486,FOSGP.5T8.F700,TZA,2019,4.389080047607422,,,,,United Republic of Tanzania,"Percentage of graduates from tertiary education graduating from Engineering, Manufacturing and Construction  programmes, both sexes (%)"
5194,FOSGP.5T8.F800,TZA,2019,6.983940124511719,,,,,United Republic of Tanzania,"Percentage of graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, both sexes (%)"
2536,FOSGP.5T8.F900,TZA,2019,22.12902069091797,,,,,United Republic of Tanzania,"Percentage of graduates from tertiary education graduating from  Health and Welfare programmes, both sexes (%)"
3806,FOSGP.5T8.FNON500600700,TZA,2019,90.49762725830078,,,,,United Republic of Tanzania,"Percentage of graduates from programmes other than Science, Technology, Engineering and Mathematics in tertiary education, both sexes (%)"
6243,FOSGP.5T8.FUK,TZA,2019,0.0,NIL,,,,United Republic of Tanzania,"Percentage of graduates from tertiary education graduating from programmes in unspecified fields, both sexes (%)"
9219,FTP.02,TZA,2021,76.86802673339844,,,,,United Republic of Tanzania,Percentage of teachers in pre-primary education who are female (%)
6855,FTP.1,TZA,2021,48.84270858764648,,,,,United Republic of Tanzania,Percentage of teachers in primary education who are female (%)
3267,FTP.2T3,TZA,2020,33.0424690246582,,,,,United Republic of Tanzania,Percentage of teachers in secondary education who are female (%)
374,FTP.4,TZA,2016,30.54730987548828,,,,,United Republic of Tanzania,Percentage of teachers in post-secondary non-tertiary education who are female (%)
3887,FTP.5T8,TZA,2019,30.03191947937012,,,,,United Republic of Tanzania,Percentage of teachers in tertiary education who are female (%)
1394,GER.1,TZA,2021,97.15882873535156,,,,,United Republic of Tanzania,"Gross enrolment ratio, primary, both sexes (%)"
6840,GER.1.F,TZA,2021,98.99028778076172,,,,,United Republic of Tanzania,"Gross enrolment ratio, primary, female (%)"
7646,GER.1.GPI,TZA,2021,1.037979960441589,,,,,United Republic of Tanzania,"Gross enrolment ratio, primary, gender parity index (GPI)"
11237,GER.1.M,TZA,2021,95.3685302734375,,,,,United Republic of Tanzania,"Gross enrolment ratio, primary, male (%)"
4444,GER.1T2,TZA,2021,77.9590835571289,,,,,United Republic of Tanzania,"Gross enrolment ratio, primary and lower secondary, both sexes (%)"
11755,GER.1T2.F,TZA,2021,79.8375473022461,,,,,United Republic of Tanzania,"Gross enrolment ratio, primary and lower secondary, female (%)"
4461,GER.1T2.GPI,TZA,2021,1.048830032348633,,,,,United Republic of Tanzania,"Gross enrolment ratio, primary and lower secondary, gender parity index (GPI)"
10018,GER.1T2.M,TZA,2021,76.1204605102539,,,,,United Republic of Tanzania,"Gross enrolment ratio, primary and lower secondary, male (%)"
8119,GER.1T3,TZA,2021,68.76985168457031,,,,,United Republic of Tanzania,"Gross enrolment ratio, primary and secondary, both sexes (%)"
1935,GER.1T3.F,TZA,2021,70.26925659179688,,,,,United Republic of Tanzania,"Gross enrolment ratio, primary and secondary, female (%)"
6221,GER.1T3.GPI,TZA,2021,1.04410994052887,,,,,United Republic of Tanzania,"Gross enrolment ratio, primary and secondary, gender parity index (GPI)"
4165,GER.1T3.M,TZA,2021,67.30079650878906,,,,,United Republic of Tanzania,"Gross enrolment ratio, primary and secondary, male (%)"
6198,GER.1T8,TZA,2021,55.08794021606445,,UIS_EST,,,United Republic of Tanzania,"Gross enrolment ratio, primary to tertiary, both sexes (%)"
6247,GER.1T8.F,TZA,2021,56.08171081542969,,UIS_EST,,,United Republic of Tanzania,"Gross enrolment ratio, primary to tertiary, female (%)"
2528,GER.1T8.GPI,TZA,2021,1.036409974098206,,UIS_EST,,,United Republic of Tanzania,"Gross enrolment ratio, primary to tertiary, gender parity index (GPI)"
4641,GER.1T8.M,TZA,2021,54.11153030395508,,UIS_EST,,,United Republic of Tanzania,"Gross enrolment ratio, primary to tertiary, male (%)"
2100,GER.2,TZA,2021,38.73506927490234,,,,,United Republic of Tanzania,"Gross enrolment ratio, lower secondary, both sexes (%)"
4661,GER.2.F,TZA,2021,40.78744888305664,,,,,United Republic of Tanzania,"Gross enrolment ratio, lower secondary, female (%)"
1726,GER.2.GPI,TZA,2021,1.110739946365356,,,,,United Republic of Tanzania,"Gross enrolment ratio, lower secondary, gender parity index (GPI)"
2476,GER.2.M,TZA,2021,36.72090148925781,,,,,United Republic of Tanzania,"Gross enrolment ratio, lower secondary, male (%)"
4383,GER.2T3,TZA,2021,28.66551971435547,,,,,United Republic of Tanzania,"Gross enrolment ratio, secondary, both sexes (%)"
40,GER.2T3.F,TZA,2021,29.80842971801758,,,,,United Republic of Tanzania,"Gross enrolment ratio, secondary, female (%)"
4746,GER.2T3.GPI,TZA,2021,1.082280039787292,,,,,United Republic of Tanzania,"Gross enrolment ratio, secondary, gender parity index (GPI)"
8747,GER.2T3.M,TZA,2021,27.54213905334473,,,,,United Republic of Tanzania,"Gross enrolment ratio, secondary, male (%)"
3235,GER.3,TZA,2021,6.095940113067627,,,,,United Republic of Tanzania,"Gross enrolment ratio, upper secondary, both sexes (%)"
8918,GER.3.F,TZA,2021,5.262969970703125,,,,,United Republic of Tanzania,"Gross enrolment ratio, upper secondary, female (%)"
9729,GER.3.GPI,TZA,2021,0.7608100175857544,,,,,United Republic of Tanzania,"Gross enrolment ratio, upper secondary, gender parity index (GPI)"
6726,GER.3.M,TZA,2021,6.917550086975098,,,,,United Republic of Tanzania,"Gross enrolment ratio, upper secondary, male (%)"
11245,GER.4,TZA,2018,5.571040153503418,,,,,United Republic of Tanzania,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)"
3769,GER.4.F,TZA,2018,3.674690008163452,,,,,United Republic of Tanzania,"Gross enrolment ratio, post-secondary non-tertiary, female (%)"
4827,GER.4.GPI,TZA,2018,0.4932000041007996,,,,,United Republic of Tanzania,"Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI)"
7160,GER.4.M,TZA,2018,7.45074987411499,,,,,United Republic of Tanzania,"Gross enrolment ratio, post-secondary non-tertiary, male (%)"
10567,GGR.6T7,TZA,2021,3.278160095214844,,,,,United Republic of Tanzania,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)"
10303,GGR.6T7.F,TZA,2021,2.735310077667236,,,,,United Republic of Tanzania,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)"
5531,GGR.6T7.GPI,TZA,2021,0.7164300084114075,,,,,United Republic of Tanzania,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)"
7084,GGR.6T7.M,TZA,2021,3.817980051040649,,,,,United Republic of Tanzania,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)"
273,GTVP.2.GPV,TZA,2021,99.60230255126952,,,,,United Republic of Tanzania,Share of all students in lower secondary education enrolled in general programmes (%)
10313,GTVP.2.V,TZA,2021,0.3977000117301941,,,,,United Republic of Tanzania,Share of all students in lower secondary education enrolled in vocational programmes (%)
8261,GTVP.2T3.GPV,TZA,2021,99.49330139160156,,,,,United Republic of Tanzania,Share of all students in secondary education enrolled in general programmes (%)
6287,GTVP.2T3.V,TZA,2021,0.5066999793052673,,,,,United Republic of Tanzania,Share of all students in secondary education enrolled in vocational programmes (%)
159,GTVP.3.GPV,TZA,2021,97.94094848632812,,,,,United Republic of Tanzania,Share of all students in upper secondary education enrolled in general programmes (%)
1376,GTVP.3.V,TZA,2021,2.0590500831604,,,,,United Republic of Tanzania,Share of all students in upper secondary education enrolled in vocational programmes (%)
5020,GTVP.4.GPV,TZA,2018,4.086959838867188,,,,,United Republic of Tanzania,Share of all students in post-secondary non-tertiary education enrolled in general programmes (%)
2552,GTVP.4.V,TZA,2018,95.9130401611328,,,,,United Republic of Tanzania,Share of all students in post-secondary non-tertiary education enrolled in vocational programmes (%)
6327,ILLPOP.AG15T24,TZA,2021,1441979.0,,UIS_EST,Source:Data sources,"Source:
UIS estimates: GALP",United Republic of Tanzania,"Youth illiterate population, 15-24 years, both sexes (number)"
751,ILLPOP.AG15T24.F,TZA,2021,680140.0,,UIS_EST,Source:Data sources,"Source:
UIS estimates: GALP",United Republic of Tanzania,"Youth illiterate population, 15-24 years, female (number)"
8851,ILLPOP.AG15T24.M,TZA,2021,761839.0,,UIS_EST,Source:Data sources,"Source:
UIS estimates: GALP",United Republic of Tanzania,"Youth illiterate population, 15-24 years, male (number)"
2764,ILLPOP.AG15T24.RUR,TZA,2015,1285855.0,,,Source:Data sources,Source: Population Census,United Republic of Tanzania,"Illiterate youth population, 15-24 years, rural, both sexes (number)"
9564,ILLPOP.AG15T24.RUR.F,TZA,2015,687529.0,,,Source:Data sources,Source: Population Census,United Republic of Tanzania,"Illiterate youth population, 15-24 years, rural, female (number)"
7892,ILLPOP.AG15T24.RUR.M,TZA,2015,598327.0,,,Source:Data sources,Source: Population Census,United Republic of Tanzania,"Illiterate youth population, 15-24 years, rural, male (number)"
5045,ILLPOP.AG15T24.URB,TZA,2015,131312.0,,,Source:Data sources,Source: Population Census,United Republic of Tanzania,"Illiterate youth population, 15-24 years, urban, both sexes (number)"
2238,ILLPOP.AG15T24.URB.F,TZA,2015,77176.0,,,Source:Data sources,Source: Population Census,United Republic of Tanzania,"Illiterate youth population, 15-24 years, urban, female (number)"
5214,ILLPOP.AG15T24.URB.M,TZA,2015,54136.0,,,Source:Data sources,Source: Population Census,United Republic of Tanzania,"Illiterate youth population, 15-24 years, urban, male (number)"
7080,ILLPOP.AG15T99,TZA,2021,6341568.0,,UIS_EST,Source:Data sources,"Source:
UIS estimates: GALP",United Republic of Tanzania,"Adult illiterate population, 15+ years, both sexes (number)"
1628,ILLPOP.AG15T99.F,TZA,2021,3836424.0,,UIS_EST,Source:Data sources,"Source:
UIS estimates: GALP",United Republic of Tanzania,"Adult illiterate population, 15+ years, female (number)"
3422,ILLPOP.AG15T99.M,TZA,2021,2505144.0,,UIS_EST,Source:Data sources,"Source:
UIS estimates: GALP",United Republic of Tanzania,"Adult illiterate population, 15+ years, male (number)"
2126,ILLPOP.AG15T99.RUR,TZA,2015,5536121.0,,,Source:Data sources,Source: Population Census,United Republic of Tanzania,"Adult illiterate population, 15+ years, rural, both sexes (number)"
1699,ILLPOP.AG15T99.RUR.F,TZA,2015,3399008.0,,,Source:Data sources,Source: Population Census,United Republic of Tanzania,"Adult illiterate population, 15+ years, rural, female (number)"
11733,ILLPOP.AG15T99.RUR.M,TZA,2015,2137113.0,,,Source:Data sources,Source: Population Census,United Republic of Tanzania,"Adult illiterate population, 15+ years, rural, male (number)"
3293,ILLPOP.AG15T99.URB,TZA,2015,704023.0,,,Source:Data sources,Source: Population Census,United Republic of Tanzania,"Adult illiterate population, 15+ years, urban, both sexes (number)"
4998,ILLPOP.AG15T99.URB.F,TZA,2015,478282.0,,,Source:Data sources,Source: Population Census,United Republic of Tanzania,"Adult illiterate population, 15+ years, urban, female (number)"
10182,ILLPOP.AG15T99.URB.M,TZA,2015,225740.0,,,Source:Data sources,Source: Population Census,United Republic of Tanzania,"Adult illiterate population, 15+ years, urban, male (number)"
4348,ILLPOPF.AG15T24,TZA,2021,47.16714096069336,,UIS_EST,Source:Data sources,"Source:
UIS estimates: GALP",United Republic of Tanzania,"Youth illiterate population, 15-24 years, % female"
8099,ILLPOPF.AG15T24.RUR,TZA,2015,53.46857833862305,,,Source:Data sources,Source: Population Census,United Republic of Tanzania,"Illiterate youth population, 15-24 years, rural, % female"
7684,ILLPOPF.AG15T24.URB,TZA,2015,58.77275085449219,,,Source:Data sources,Source: Population Census,United Republic of Tanzania,"Illiterate youth population, 15-24 years, urban, % female"
5667,ILLPOPF.AG15T99,TZA,2021,60.4964599609375,,UIS_EST,Source:Data sources,"Source:
UIS estimates: GALP",United Republic of Tanzania,"Adult illiterate population, 15+ years, % female"
11020,ILLPOPF.AG15T99.RUR,TZA,2015,61.39691925048828,,,Source:Data sources,Source: Population Census,United Republic of Tanzania,"Adult illiterate population, 15+ years, rural, % female"
10216,ILLPOPF.AG15T99.URB,TZA,2015,67.93563842773438,,,Source:Data sources,Source: Population Census,United Republic of Tanzania,"Adult illiterate population, 15+ years, urban, % female"
8026,MENF.5T8,TZA,2004,-4393.0,,UIS_EST,,,United Republic of Tanzania,"Net flow of internationally mobile students (inbound - outbound), both sexes (number)"
10759,MENFR.5T8,TZA,2004,-10.22865009307861,,UIS_EST,,,United Republic of Tanzania,"Net flow ratio of internationally mobile students (inbound - outbound), both sexes (%)"
5274,MOR.5T8.40500,TZA,2020,0.6737300157546997,,,,,United Republic of Tanzania,"Outbound mobility ratio to North America and Western Europe, both sexes (%)"
2586,MOR.5T8.40505,TZA,2020,0.0005000000237487,,,,,United Republic of Tanzania,"Outbound mobility ratio to Central Asia, both sexes (%)"
8050,MOR.5T8.40510,TZA,2020,1.783169984817505,,UIS_EST,,,United Republic of Tanzania,"Outbound mobility ratio, all regions, both sexes (%)"
340,MOR.5T8.40515,TZA,2016,0.5744699835777283,,UIS_EST,,,United Republic of Tanzania,"Outbound mobility ratio to East Asia and the Pacific, both sexes (%)"
5322,MOR.5T8.40520,TZA,2020,0.0073799998499453,,,,,United Republic of Tanzania,"Outbound mobility ratio to Latin America and the Caribbean, both sexes (%)"
3912,MOR.5T8.40525,TZA,2016,0.4104200005531311,,,,,United Republic of Tanzania,"Outbound mobility ratio to the Arab States, both sexes (%)"
1324,MOR.5T8.40530,TZA,2020,0.1522900015115738,,,,,United Republic of Tanzania,"Outbound mobility ratio to Central and Eastern Europe, both sexes (%)"
9364,MOR.5T8.40535,TZA,2020,0.2905800044536591,,,,,United Republic of Tanzania,"Outbound mobility ratio to South and West Asia, both sexes (%)"
5355,MOR.5T8.40540,TZA,2020,0.3913600146770477,,UIS_EST,,,United Republic of Tanzania,"Outbound mobility ratio to sub-Saharan Africa, both sexes (%)"
2967,MSEP.5T8,TZA,2004,0.6403099894523621,,,,,United Republic of Tanzania,"Inbound mobility rate, both sexes (%)"
3082,MSEP.5T8.F,TZA,2004,0.4470300078392029,,,,,United Republic of Tanzania,"Inbound mobility rate, female (%)"
5267,MSEP.5T8.M,TZA,2004,0.7199000120162964,,,,,United Republic of Tanzania,"Inbound mobility rate, male (%)"
10614,MYS.1T8.AG25T99,TZA,2012,5.449409961700439,,,Source:Data sources,Source: Census,United Republic of Tanzania,"Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes"
10571,MYS.1T8.AG25T99.F,TZA,2012,4.875380039215088,,,Source:Data sources,Source: Census,United Republic of Tanzania,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female"
1978,MYS.1T8.AG25T99.GPIA,TZA,2012,0.8011999726295471,,,Source:Data sources,Source: Census,United Republic of Tanzania,"Mean years of schooling (ISCED 1 or higher), population 25+ years, adjusted gender parity index (GPIA)"
3997,MYS.1T8.AG25T99.M,TZA,2012,6.085060119628906,,,Source:Data sources,Source: Census,United Republic of Tanzania,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male"
5787,NART.1,TZA,2021,92.36499786376952,,,Source:Data sources,Tanzania High Frequency Welfare Monitoring Phone Survey 2021. The survey collected data on school attendance for age 4-18.,United Republic of Tanzania,"Total net attendance rate, primary, both sexes (%)"
7815,NART.1.F,TZA,2021,93.07495880126952,,,Source:Data sources,Tanzania High Frequency Welfare Monitoring Phone Survey 2021. The survey collected data on school attendance for age 4-18.,United Republic of Tanzania,"Total net attendance rate, primary, female (%)"
1484,NART.1.F.LPIA,TZA,2021,0.9570900201797484,,,Source:Data sources,Tanzania High Frequency Welfare Monitoring Phone Survey 2021. The survey collected data on school attendance for age 4-18.,United Republic of Tanzania,"Total net attendance rate, primary education, female, adjusted location parity index (LPIA)"
9864,NART.1.F.WPIA,TZA,2015,0.7481600046157837,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Total net attendance rate, primary education, female, adjusted wealth parity index (WPIA)"
11567,NART.1.GPIA,TZA,2021,1.016029953956604,,,Source:Data sources,Tanzania High Frequency Welfare Monitoring Phone Survey 2021. The survey collected data on school attendance for age 4-18.,United Republic of Tanzania,"Total net attendance rate, primary education, adjusted gender parity index (GPIA)"
8131,NART.1.LPIA,TZA,2021,0.9499199986457824,,,Source:Data sources,Tanzania High Frequency Welfare Monitoring Phone Survey 2021. The survey collected data on school attendance for age 4-18.,United Republic of Tanzania,"Total net attendance rate, primary education, adjusted location parity index (LPIA)"
11647,NART.1.M,TZA,2021,91.58338928222656,,,Source:Data sources,Tanzania High Frequency Welfare Monitoring Phone Survey 2021. The survey collected data on school attendance for age 4-18.,United Republic of Tanzania,"Total net attendance rate, primary, male (%)"
344,NART.1.M.LPIA,TZA,2021,0.9420300126075744,,,Source:Data sources,Tanzania High Frequency Welfare Monitoring Phone Survey 2021. The survey collected data on school attendance for age 4-18.,United Republic of Tanzania,"Total net attendance rate, primary education, male, adjusted location parity index (LPIA)"
3299,NART.1.M.WPIA,TZA,2015,0.687279999256134,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Total net attendance rate, primary education, male, adjusted wealth parity index (WPIA)"
1055,NART.1.Q1,TZA,2015,67.59882354736328,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Total net attendance rate, primary, poorest quintile, both sexes (%)"
5604,NART.1.Q1.F,TZA,2015,69.33773040771484,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Total net attendance rate, primary, poorest quintile, female (%)"
7999,NART.1.Q1.F.LPIA,TZA,2015,0.8182299733161926,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Total net attendance rate, primary education, poorest quintile, female, adjusted location parity index (LPIA)"
6783,NART.1.Q1.GPIA,TZA,2015,1.049589991569519,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Total net attendance rate, primary education, poorest quintile, adjusted gender parity index (GPIA)"
266,NART.1.Q1.LPIA,TZA,2015,0.875760018825531,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Total net attendance rate, primary education, poorest quintile, adjusted location parity index (LPIA)"
3351,NART.1.Q1.M,TZA,2015,65.89959716796875,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Total net attendance rate, primary, poorest quintile, male (%)"
8593,NART.1.Q1.M.LPIA,TZA,2015,0.9509699940681458,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Total net attendance rate, primary education, poorest quintile, male, adjusted location parity index (LPIA)"
5615,NART.1.Q2,TZA,2015,77.96611785888672,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Total net attendance rate, primary, second quintile, both sexes (%)"
5618,NART.1.Q2.F,TZA,2015,83.07398223876953,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Total net attendance rate, primary, second quintile, female (%)"
10164,NART.1.Q2.F.LPIA,TZA,2015,0.8817899823188782,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Total net attendance rate, primary education, second quintile, female, adjusted location parity index (LPIA)"
2752,NART.1.Q2.GPIA,TZA,2015,1.123499989509583,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Total net attendance rate, primary education, second quintile, adjusted gender parity index (GPIA)"
3999,NART.1.Q2.LPIA,TZA,2015,0.8494200110435486,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Total net attendance rate, primary education, second quintile, adjusted location parity index (LPIA)"
10409,NART.1.Q2.M,TZA,2015,72.814208984375,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Total net attendance rate, primary, second quintile, male (%)"
453,NART.1.Q2.M.LPIA,TZA,2015,0.8136399984359741,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Total net attendance rate, primary education, second quintile, male, adjusted location parity index (LPIA)"
1109,NART.1.Q3,TZA,2015,87.10912322998047,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Total net attendance rate, primary, middle quintile, both sexes (%)"
6647,NART.1.Q3.F,TZA,2015,88.50406646728516,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Total net attendance rate, primary, middle quintile, female (%)"
6936,NART.1.Q3.F.LPIA,TZA,2015,1.005470037460327,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Total net attendance rate, primary education, middle quintile, female, adjusted location parity index (LPIA)"
8420,NART.1.Q3.GPIA,TZA,2015,1.032580018043518,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Total net attendance rate, primary education, middle quintile, adjusted gender parity index (GPIA)"
4441,NART.1.Q3.LPIA,TZA,2015,1.065050005912781,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Total net attendance rate, primary education, middle quintile, adjusted location parity index (LPIA)"
11140,NART.1.Q3.M,TZA,2015,85.62091827392578,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Total net attendance rate, primary, middle quintile, male (%)"
2951,NART.1.Q3.M.LPIA,TZA,2015,1.14040994644165,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Total net attendance rate, primary education, middle quintile, male, adjusted location parity index (LPIA)"
744,NART.1.Q4,TZA,2015,91.4932098388672,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Total net attendance rate, primary, fourth quintile, both sexes (%)"
5651,NART.1.Q4.F,TZA,2015,92.81526947021484,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Total net attendance rate, primary, fourth quintile, female (%)"
11808,NART.1.Q4.F.LPIA,TZA,2015,1.029989957809448,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Total net attendance rate, primary education, fourth quintile, female, adjusted location parity index (LPIA)"
6178,NART.1.Q4.GPIA,TZA,2015,1.028859972953796,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Total net attendance rate, primary education, fourth quintile, adjusted gender parity index (GPIA)"
10797,NART.1.Q4.LPIA,TZA,2015,1.017279982566833,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Total net attendance rate, primary education, fourth quintile, adjusted location parity index (LPIA)"
2662,NART.1.Q4.M,TZA,2015,90.13638305664064,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Total net attendance rate, primary, fourth quintile, male (%)"
617,NART.1.Q4.M.LPIA,TZA,2015,1.004089951515198,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Total net attendance rate, primary education, fourth quintile, male, adjusted location parity index (LPIA)"
1910,NART.1.Q5,TZA,2015,94.20387268066406,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Total net attendance rate, primary, richest quintile, both sexes (%)"
3684,NART.1.Q5.F,TZA,2015,92.67707061767578,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Total net attendance rate, primary, richest quintile, female (%)"
4612,NART.1.Q5.F.LPIA,TZA,2015,1.004870057106018,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Total net attendance rate, primary education, richest quintile, female, adjusted location parity index (LPIA)"
5669,NART.1.Q5.GPIA,TZA,2015,0.966539978981018,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Total net attendance rate, primary education, richest quintile, adjusted gender parity index (GPIA)"
9934,NART.1.Q5.LPIA,TZA,2015,1.006340026855469,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Total net attendance rate, primary education, richest quintile, adjusted location parity index (LPIA)"
2237,NART.1.Q5.M,TZA,2015,95.88530731201172,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Total net attendance rate, primary, richest quintile, male (%)"
5676,NART.1.Q5.M.LPIA,TZA,2015,1.010830044746399,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Total net attendance rate, primary education, richest quintile, male, adjusted location parity index (LPIA)"
3633,NART.1.RUR,TZA,2021,91.16187286376952,,,Source:Data sources,Tanzania High Frequency Welfare Monitoring Phone Survey 2021. The survey collected data on school attendance for age 4-18.,United Republic of Tanzania,"Total net attendance rate, primary, rural, both sexes (%)"
